,Furniture,Office Supplies,Technology
2012-04-22,2997.94,3770.5539999999996,4716.236
2012-04-29,2988.4375,5128.628,1691.8960000000002
2012-05-06,1900.9309999999998,795.804,2813.254
2012-05-13,797.458,916.364,4267.722
2012-05-20,1615.9234999999999,1910.0560000000003,255.968
2012-05-27,923.567,2656.552,4991.5560000000005
2012-06-03,4415.366,3368.408,908.65
2012-06-10,2086.486,1253.7160000000001,1325.3020000000001
2012-06-17,1898.4520000000002,5309.16,1698.446
2012-06-24,1873.381,2463.505,1785.978
2012-07-01,1855.8600000000001,1129.048,1283.7600000000002
2012-07-08,2124.6580000000004,1658.142,1333.95
2012-07-15,3930.5190000000002,1485.26,3103.312
2012-07-22,3932.9760000000006,671.469,2240.634
2012-07-29,2434.325,760.326,933.79
2012-08-05,2660.1580000000004,224.12,3646.5099999999998
2012-08-12,2528.9512,2873.2019999999998,2827.0020000000004
2012-08-19,691.612,1439.638,2713.808
2012-08-26,3041.6749999999997,4353.506,4074.55
2012-09-02,2153.238,4211.864,5982.026000000001
2012-09-09,2273.401,2796.485,2828.3599999999997
2012-09-16,6870.358,4828.616,1661.8680000000002
2012-09-23,13525.018,6129.104,6897.197999999999
2012-09-30,3419.1459999999997,4329.082,6669.718000000001
2012-10-07,982.5339999999999,1023.4639999999999,2053.572
2012-10-14,3951.4615,2540.621,1886.08
2012-10-21,3067.612,1922.4519999999998,2366.01
2012-10-28,3260.559,1593.523,1179.7420000000002
2012-11-04,7729.650000000001,1981.0580000000002,7302.088
2012-11-11,7483.906,7002.453,10329.44
2012-11-18,7132.6772,5091.756,3667.8360000000002
2012-11-25,4141.1568,5808.592,2862.331
2012-12-02,11758.5795,3457.535,2931.392
2012-12-09,2701.767,6451.554,9009.008000000002
2012-12-16,3181.202,2193.544,8126.848
2012-12-23,4785.303,2591.004,6630.986
2012-12-30,5802.1072,3069.074,11865.186000000002
2013-01-06,1781.5500000000002,1607.424,1819.2440000000001
2013-01-13,1763.8860000000002,323.858,922.23
2013-01-20,820.163,366.372,1063.5
2013-01-27,2162.056,2279.47,265.53200000000004
2013-02-03,2068.7219999999998,2405.4719999999998,10299.51
2013-02-10,1204.64,1559.482,2813.8940000000002
2013-02-17,1496.635,2306.886,159.9
2013-02-24,249.20999999999998,2189.6479999999997,535.1700000000001
2013-03-03,852.784,811.304,5059.914000000001
2013-03-10,2112.486,5530.633,3757.882
2013-03-17,4756.021000000001,8321.971,9285.464000000002
2013-03-24,2848.276,2142.785,370.12
2013-03-31,1919.721,962.242,2781.706
2013-04-07,3261.188,2474.1220000000003,2274.308
2013-04-14,3416.179,2925.436,2149.804
2013-04-21,3481.535,3903.6400000000003,9968.094
2013-04-28,3174.776,1291.353,441.48600000000005
2013-05-05,1410.056,774.83,1159.009
2013-05-12,2887.18,2714.8520000000003,5564.939999999999
2013-05-19,598.284,1793.9499999999998,981.0880000000001
2013-05-26,2003.136,3414.357,15304.545999999998
2013-06-02,8427.587,4390.109,6192.683999999999
2013-06-09,1430.589,2083.854,5768.706
2013-06-16,6853.352999999999,1889.656,3004.8630000000003
2013-06-23,2258.256,2397.54,858.113
2013-06-30,1261.514,4494.79,6690.35
2013-07-07,3320.439,1198.308,1830.366
2013-07-14,2053.444,916.9510000000001,5093.289000000001
2013-07-21,3168.338,3686.956,3288.178
2013-07-28,4152.219999999999,2756.625,2352.3369999999995
2013-08-04,1796.7140000000002,4561.266,2295.534
2013-08-11,622.824,1610.7459999999999,738.306
2013-08-18,1857.7705000000003,2494.1,3307.6400000000003
2013-08-25,4944.058000000001,3466.954,1939.6639999999998
2013-09-01,4902.8038,1228.248,2146.208
2013-09-08,6625.449,9894.272,9476.146
2013-09-15,6707.231599999999,3944.754,8078.759999999999
2013-09-22,7051.268,5838.372,1502.952
2013-09-29,6355.012299999999,3381.9939999999997,2720.138
2013-10-06,2894.6540000000005,1559.5240000000001,24207.361999999997
2013-10-13,779.778,799.369,1649.238
2013-10-20,1812.0500000000002,4609.224,3588.83
2013-10-27,2707.0980000000004,6104.85,2890.978
2013-11-03,4202.917,3776.635,392.28799999999995
2013-11-10,9746.6618,4706.616,3562.825
2013-11-17,10176.654,5472.454000000001,6835.242
2013-11-24,1932.298,3068.809,4403.8550000000005
2013-12-01,9928.015000000001,6875.937,12249.224999999999
2013-12-08,7163.746999999999,13715.521999999999,6530.184
2013-12-15,10247.018,4616.711,5266.666
2013-12-22,6762.135,15382.978,1306.6519999999998
2013-12-29,11510.019,2797.3050000000003,8916.884
2014-01-05,2884.716,4515.494000000001,1014.666
2014-01-12,892.98,643.839,3059.982
2014-01-19,999.842,13255.354,639.264
2014-01-26,1423.0449999999998,3427.65,5558.873
2014-02-02,759.245,917.002,6762.644
2014-02-09,919.794,3217.3089999999997,898.614
2014-02-16,1447.3210000000001,836.7719999999999,1016.72
2014-02-23,3086.3344,2444.2169999999996,1571.818
2014-03-02,1412.888,909.4739999999999,2539.8720000000003
2014-03-09,1368.434,2956.994,2381.57
2014-03-16,1255.228,4166.482,3710.0
2014-03-23,2692.808,3706.099,3584.4300000000003
2014-03-30,5186.662,3072.808,19153.42
2014-04-06,1681.6607999999999,1265.471,10327.242
2014-04-13,1798.6785,8200.711,1259.9560000000001
2014-04-20,1529.7250000000001,2326.4,2850.8550000000005
2014-04-27,2728.6670000000004,3261.7340000000004,1112.596
2014-05-04,6304.9216,1763.7620000000002,1640.3999999999999
2014-05-11,3646.3498,2926.0860000000002,5471.706
2014-05-18,2487.949,4068.688,2753.944
2014-05-25,4365.156,3190.878,3307.252
2014-06-01,1870.7214,2453.328,1825.226
2014-06-08,2654.654,3422.498,2870.8280000000004
2014-06-15,4698.506,3838.3120000000004,1559.576
2014-06-22,4840.9265,2597.492,8010.938
2014-06-29,3327.5460000000003,2360.617,3555.8640000000005
2014-07-06,4835.6602,6026.292,6630.796
2014-07-13,1477.976,2843.486,3422.566
2014-07-20,5659.748,1258.54,3932.7200000000003
2014-07-27,2546.352,2878.112,7210.194
2014-08-03,780.24,2205.882,4885.47
2014-08-10,727.4060000000001,3099.7920000000004,2131.5460000000003
2014-08-17,2830.048,6181.946,2327.222
2014-08-24,7795.401999999999,16123.534000000001,7548.170000000001
2014-08-31,3519.45,3132.902,2454.9900000000007
2014-09-07,8337.453,6745.9800000000005,5979.156
2014-09-14,5135.097,8370.57,5461.407999999999
2014-09-21,11809.406,7330.868,8861.011
2014-09-28,3720.114,9034.822,7199.486
2014-10-05,4189.116,6283.549000000001,3492.394
2014-10-12,3158.7070000000003,2352.498,7766.575999999999
2014-10-19,7603.302,7952.2480000000005,3237.8269999999998
2014-10-26,5045.8462,5042.713000000001,17604.726
2014-11-02,5148.421,3319.551,1544.9899999999998
2014-11-09,8182.346,5474.743,17283.622
2014-11-16,6386.1032000000005,8923.592,6203.227
2014-11-23,4540.4758,9511.969,18524.87
2014-11-30,11152.442000000001,5888.657,6809.066
2014-12-07,12105.625999999998,6908.438,8420.874
2014-12-14,9417.687,8324.506,5566.212
2014-12-21,4198.333,6401.856,2410.446
2014-12-28,6610.438,8546.300000000001,6277.21
2015-01-04,3205.1108,1673.4080000000001,408.156
