,Furniture,Office Supplies,Technology
2011-12-06,525.192,1410.746,35.04
2011-12-07,0.0,548.3999999999999,0.0
2011-12-08,723.24,215.28,156.60000000000002
2011-12-09,0.0,442.67600000000004,1079.9759999999999
2011-12-10,338.352,234.98399999999998,0.0
2011-12-11,0.0,0.0,0.0
2011-12-12,4695.6005000000005,242.80399999999997,0.0
2011-12-13,182.388,110.764,0.0
2011-12-14,322.834,19.887999999999998,7298.936
2011-12-15,1223.786,0.0,40.68
2011-12-16,2798.4320000000002,153.639,1442.1160000000002
2011-12-17,0.0,45.534,0.0
2011-12-18,0.0,0.0,0.0
2011-12-19,1819.8600000000001,250.156,1366.744
2011-12-20,4039.8140000000003,2337.266,585.3599999999999
2011-12-21,1897.92,35.52,0.0
2011-12-22,0.0,798.9680000000001,0.0
2011-12-23,118.1,824.008,0.0
2011-12-24,346.62200000000007,548.698,1054.882
2011-12-25,0.0,0.0,0.0
2011-12-26,1353.1580000000001,688.2560000000001,0.0
2011-12-27,1212.798,1255.5900000000001,498.0
2011-12-28,0.0,3732.296,0.0
2011-12-29,143.172,505.25199999999995,1423.672
2011-12-30,523.764,774.6110000000001,874.2760000000001
2011-12-31,2584.5280000000002,308.72799999999995,2360.014
2012-01-01,0.0,0.0,0.0
2012-01-02,452.45,139.08,1340.5660000000003
2012-01-03,1352.3975999999998,17.424,398.40000000000003
2012-01-04,192.22,72.24000000000001,0.0
2012-01-05,61.584,233.688,0.0
2012-01-06,0.0,31.538000000000004,0.0
2012-01-07,0.0,0.0,0.0
2012-01-08,0.0,0.0,0.0
2012-01-09,0.0,364.07,0.0
2012-01-10,1018.1039999999999,0.0,0.0
2012-01-11,0.0,0.0,0.0
2012-01-12,0.0,475.548,379.066
2012-01-13,542.4499999999999,79.828,0.0
2012-01-14,0.0,0.0,0.0
2012-01-15,0.0,0.0,0.0
2012-01-16,0.0,0.0,0.0
2012-01-17,254.74400000000003,95.64000000000001,0.0
2012-01-18,0.0,0.0,0.0
2012-01-19,301.742,0.0,0.0
2012-01-20,0.0,0.0,0.0
2012-01-21,0.0,0.0,0.0
2012-01-22,0.0,0.0,0.0
2012-01-23,0.0,43.66,0.0
2012-01-24,0.0,13.120000000000001,0.0
2012-01-25,0.0,0.0,0.0
2012-01-26,0.0,182.72,0.0
2012-01-27,2985.906,0.0,587.346
2012-01-28,4297.644,0.0,0.0
2012-01-29,0.0,0.0,0.0
2012-01-30,227.35999999999999,14.303999999999998,1919.976
2012-01-31,53.34,45.92,0.0
2012-02-01,0.0,0.0,0.0
2012-02-02,0.0,0.0,0.0
2012-02-03,256.202,86.664,149.97
2012-02-04,0.0,0.0,0.0
2012-02-05,0.0,0.0,0.0
2012-02-06,1552.74,861.2760000000001,18.528000000000002
2012-02-07,0.0,324.10999999999996,0.0
2012-02-08,0.0,21.11,107.982
2012-02-09,244.70399999999998,40.096000000000004,500.752
2012-02-10,0.0,77.24000000000001,0.0
2012-02-11,0.0,0.0,0.0
2012-02-12,0.0,0.0,0.0
2012-02-13,0.0,0.0,0.0
2012-02-14,0.0,58.01400000000001,1021.948
2012-02-15,0.0,627.48,974.9000000000001
2012-02-16,0.0,160.43,0.0
2012-02-17,0.0,0.0,0.0
2012-02-18,35.544000000000004,70.3,0.0
2012-02-19,0.0,0.0,0.0
2012-02-20,0.0,286.78999999999996,29.99
2012-02-21,0.0,2591.1,0.0
2012-02-22,0.0,79.36,0.0
2012-02-23,0.0,37.776,0.0
2012-02-24,0.0,0.0,0.0
2012-02-25,0.0,25.869999999999997,0.0
2012-02-26,0.0,0.0,0.0
2012-02-27,493.9199999999999,20.451,644.9000000000001
2012-02-28,551.264,0.0,0.0
2012-02-29,184.752,58.72,15.984000000000002
2012-03-01,1227.9984,58.88,95.84
2012-03-02,787.53,112.03999999999999,0.0
2012-03-03,0.0,0.0,0.0
2012-03-04,0.0,0.0,0.0
2012-03-05,521.259,915.698,532.31
2012-03-06,435.26,0.0,1119.9840000000002
2012-03-07,0.0,99.72,707.82
2012-03-08,1746.9499999999998,46.396,769.95
2012-03-09,0.0,4.608,473.4
2012-03-10,0.0,90.932,0.0
2012-03-11,0.0,0.0,0.0
2012-03-12,37.288000000000004,13.728000000000002,0.0
2012-03-13,1384.8560000000002,0.0,0.0
2012-03-14,0.0,707.9,0.0
2012-03-15,0.0,0.0,16.776000000000003
2012-03-16,215.09,6929.219999999999,85.9
2012-03-17,0.0,33.82,15.02
2012-03-18,0.0,0.0,0.0
2012-03-19,383.46559999999994,1665.9679999999998,3603.5060000000003
2012-03-20,0.0,1348.2140000000002,199.98
2012-03-21,0.0,1270.379,0.0
2012-03-22,91.96,419.168,1970.296
2012-03-23,107.772,285.56,239.96999999999997
2012-03-24,405.95799999999997,6.992000000000001,0.0
2012-03-25,0.0,0.0,0.0
2012-03-26,3393.68,1212.914,16.776000000000003
2012-03-27,0.0,83.69999999999999,0.0
2012-03-28,0.0,77.104,166.24
2012-03-29,1186.8400000000001,318.99,53.25
2012-03-30,366.74399999999997,23.52,180.96
2012-03-31,22.38,98.376,79.96
2012-04-01,0.0,0.0,0.0
2012-04-02,0.0,41.34799999999999,257.872
2012-04-03,0.0,0.0,0.0
2012-04-04,108.4,765.268,610.9300000000001
2012-04-05,1799.394,877.8860000000001,296.778
2012-04-06,0.0,114.51599999999999,25.488
2012-04-07,0.0,523.4839999999999,383.952
2012-04-08,0.0,0.0,0.0
2012-04-09,369.91200000000003,388.08,0.0
2012-04-10,0.0,169.54199999999997,0.0
2012-04-11,121.88799999999999,459.35999999999996,747.0980000000001
2012-04-12,0.0,40.74,0.0
2012-04-13,1811.432,202.81400000000002,1178.432
2012-04-14,0.0,35.208,0.0
2012-04-15,0.0,0.0,0.0
2012-04-16,1847.884,142.138,2171.95
2012-04-17,0.0,1538.1759999999997,1206.93
2012-04-18,152.83599999999998,1363.464,490.66
2012-04-19,0.0,329.9599999999999,0.0
2012-04-20,595.38,311.37600000000003,287.96999999999997
2012-04-21,401.84000000000003,21.299999999999997,469.95
2012-04-22,0.0,64.14,88.77600000000001
2012-04-23,0.0,0.0,0.0
2012-04-24,0.0,25.99,0.0
2012-04-25,128.058,792.888,0.0
2012-04-26,1592.8495000000003,185.28,311.97600000000006
2012-04-27,1267.53,72.14000000000001,1379.92
2012-04-28,0.0,4044.362,0.0
2012-04-29,0.0,7.968000000000001,0.0
2012-04-30,278.29499999999996,41.13000000000001,1252.27
2012-05-01,63.55200000000001,298.636,88.752
2012-05-02,0.0,8.856,158.376
2012-05-03,1509.9959999999999,321.252,367.512
2012-05-04,49.088,125.92999999999999,946.344
2012-05-05,0.0,0.0,0.0
2012-05-06,0.0,0.0,0.0
2012-05-07,244.00599999999997,61.616,0.0
2012-05-08,339.516,464.538,3177.9139999999998
2012-05-09,0.0,48.81,0.0
2012-05-10,0.0,107.75399999999999,46.688
2012-05-11,191.96800000000002,0.0,0.0
2012-05-12,21.968000000000004,217.64600000000002,820.7360000000001
2012-05-13,0.0,16.0,222.38400000000001
2012-05-14,1452.7875,1688.4120000000003,0.0
2012-05-15,0.0,69.908,0.0
2012-05-16,0.0,0.0,255.968
2012-05-17,0.0,134.468,0.0
2012-05-18,0.0,10.86,0.0
2012-05-19,0.0,0.0,0.0
2012-05-20,163.136,6.408,0.0
2012-05-21,0.0,72.332,0.0
2012-05-22,0.0,113.05000000000001,3749.0480000000002
2012-05-23,75.33,1229.626,0.0
2012-05-24,602.651,7.655999999999999,0.0
2012-05-25,14.73,1049.664,675.024
2012-05-26,230.856,184.224,567.4839999999999
2012-05-27,0.0,0.0,0.0
2012-05-28,0.0,748.156,45.99
2012-05-29,358.626,846.2159999999999,0.0
2012-05-30,0.0,160.32,520.78
2012-05-31,4056.7400000000002,1121.398,0.0
2012-06-01,0.0,492.31800000000004,341.88
2012-06-02,0.0,0.0,0.0
2012-06-03,0.0,0.0,0.0
2012-06-04,35.28,47.08,1109.95
2012-06-05,1522.638,10.56,0.0
2012-06-06,0.0,0.0,0.0
2012-06-07,0.0,59.76800000000001,0.0
2012-06-08,173.208,907.528,2.3760000000000003
2012-06-09,355.36,228.78000000000003,212.976
2012-06-10,0.0,0.0,0.0
2012-06-11,1201.7520000000002,1868.528,303.28400000000005
2012-06-12,43.296,75.196,55.98400000000001
2012-06-13,0.0,160.948,967.95
2012-06-14,51.072,0.0,0.0
2012-06-15,404.96000000000004,91.93599999999999,237.24799999999996
2012-06-16,197.37199999999999,3112.552,133.98
2012-06-17,0.0,0.0,0.0
2012-06-18,779.336,635.781,467.97
2012-06-19,12.56,433.786,0.0
2012-06-20,257.64,0.0,571.904
2012-06-21,0.0,0.0,107.97600000000001
2012-06-22,796.4250000000001,1222.528,0.0
2012-06-23,27.42,171.41,638.128
2012-06-24,0.0,0.0,0.0
2012-06-25,280.23400000000004,576.846,0.0
2012-06-26,332.94,245.476,1013.7800000000001
2012-06-27,0.0,0.0,0.0
2012-06-28,1104.7,281.766,0.0
2012-06-29,137.986,24.96,269.98
2012-06-30,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-07-02,950.378,607.284,74.24
2012-07-03,522.3320000000001,301.65000000000003,0.0
2012-07-04,0.0,38.328,1099.96
2012-07-05,9.856000000000002,76.99000000000001,34.800000000000004
2012-07-06,642.092,612.77,124.94999999999999
2012-07-07,0.0,0.0,0.0
2012-07-08,0.0,21.12,0.0
2012-07-09,181.96,670.202,734.952
2012-07-10,0.0,43.286,0.0
2012-07-11,856.4680000000001,369.48400000000004,716.0
2012-07-12,391.36699999999996,8.839999999999998,1652.3600000000001
2012-07-13,1931.04,102.216,0.0
2012-07-14,569.6840000000001,291.23199999999997,0.0
2012-07-15,0.0,0.0,0.0
2012-07-16,2199.8360000000002,229.65,599.9
2012-07-17,427.386,20.696,0.0
2012-07-18,7.38,9.088000000000001,655.95
2012-07-19,0.0,2.0250000000000004,0.0
2012-07-20,1298.374,410.01,984.7840000000001
2012-07-21,0.0,0.0,0.0
2012-07-22,0.0,0.0,0.0
2012-07-23,128.82,79.452,0.0
2012-07-24,20.94,225.15,279.85999999999996
2012-07-25,1625.048,146.016,623.96
2012-07-26,659.517,309.708,0.0
2012-07-27,0.0,0.0,29.97
2012-07-28,0.0,0.0,0.0
2012-07-29,0.0,0.0,0.0
2012-07-30,161.16,72.712,209.92999999999998
2012-07-31,1090.782,72.03,2549.35
2012-08-01,1004.9760000000001,6.72,0.0
2012-08-02,388.48,14.768,887.23
2012-08-03,0.0,0.0,0.0
2012-08-04,0.0,0.0,0.0
2012-08-05,14.76,57.89000000000001,0.0
2012-08-06,369.19919999999996,125.67,0.0
2012-08-07,212.94,260.296,494.97
2012-08-08,144.784,615.328,79.99
2012-08-09,1755.876,1586.786,1535.73
2012-08-10,0.0,273.16200000000003,578.3120000000001
2012-08-11,46.152,11.96,138.0
2012-08-12,0.0,0.0,0.0
2012-08-13,31.56,555.336,0.0
2012-08-14,0.0,0.0,0.0
2012-08-15,104.23,393.36,0.0
2012-08-16,555.822,392.18199999999996,2430.928
2012-08-17,0.0,98.76,282.88
2012-08-18,0.0,0.0,0.0
2012-08-19,0.0,0.0,0.0
2012-08-20,0.0,0.0,0.0
2012-08-21,1754.848,1050.944,21.728
2012-08-22,0.0,66.632,0.0
2012-08-23,0.0,950.3679999999999,251.91
2012-08-24,1218.0589999999997,2175.804,3800.9120000000003
2012-08-25,68.768,109.758,0.0
2012-08-26,0.0,0.0,0.0
2012-08-27,0.0,639.974,0.0
2012-08-28,415.307,2132.89,3943.0960000000005
2012-08-29,0.0,0.0,246.5
2012-08-30,0.0,0.0,0.0
2012-08-31,1552.831,216.52,832.446
2012-09-01,185.1,1222.48,959.984
2012-09-02,0.0,0.0,0.0
2012-09-03,367.72,1259.3380000000002,247.83999999999997
2012-09-04,0.0,316.95799999999997,754.3259999999999
2012-09-05,778.651,155.452,0.0
2012-09-06,549.564,71.78999999999999,384.3
2012-09-07,556.106,924.6669999999999,1441.8939999999998
2012-09-08,21.36,68.28,0.0
2012-09-09,0.0,0.0,0.0
2012-09-10,648.526,767.2,0.0
2012-09-11,244.24,1697.8999999999999,19.99
2012-09-12,0.0,205.86,501.96400000000006
2012-09-13,2917.822,327.99,199.96
2012-09-14,1082.886,1299.55,879.984
2012-09-15,1976.884,498.996,59.97
2012-09-16,0.0,31.12,0.0
2012-09-17,10006.174,493.994,1024.838
2012-09-18,24.4,1422.88,2477.04
2012-09-19,122.80000000000001,31.36,346.21999999999997
2012-09-20,0.0,1836.0520000000001,0.0
2012-09-21,3119.064,1431.87,2431.124
2012-09-22,252.57999999999998,912.9480000000001,617.9760000000001
2012-09-23,0.0,0.0,0.0
2012-09-24,1940.51,1399.8239999999998,880.2600000000001
2012-09-25,1454.348,350.579,1228.83
2012-09-26,0.0,1378.2890000000002,2343.9840000000004
2012-09-27,24.288,486.79,1871.88
2012-09-28,0.0,713.5999999999999,344.764
2012-09-29,0.0,0.0,0.0
2012-09-30,0.0,0.0,0.0
2012-10-01,0.0,164.866,993.5480000000001
2012-10-02,11.032,611.2339999999999,647.0
2012-10-03,156.156,47.078,71.98400000000001
2012-10-04,457.88399999999996,47.696000000000005,0.0
2012-10-05,357.462,152.59,341.04
2012-10-06,0.0,0.0,0.0
2012-10-07,0.0,0.0,0.0
